anger_mean,disgust_mean,fear_mean,happiness_mean,sadness_mean,surprise_mean,neutral_mean,AU01_mean,AU02_mean,AU04_mean,AU05_mean,AU06_mean,AU07_mean,AU09_mean,AU10_mean,AU11_mean,AU12_mean,AU14_mean,AU15_mean,AU17_mean,AU20_mean,AU23_mean,AU24_mean,AU25_mean,AU26_mean,AU28_mean,AU43_mean,mouth_openness_mean,anger_std,disgust_std,fear_std,happiness_std,sadness_std,surprise_std,neutral_std,AU01_std,AU02_std,AU04_std,AU05_std,AU06_std,AU07_std,AU09_std,AU10_std,AU11_std,AU12_std,AU14_std,AU15_std,AU17_std,AU20_std,AU23_std,AU24_std,AU25_std,AU26_std,AU28_std,AU43_std,mouth_openness_std,file,emotion,intensity,actor,gender
0.0141037311404943,0.2153915911912918,0.0875130072236061,0.0072463154792785,0.0034325593151152,0.3957373797893524,0.2765753865242004,0.6073720455169678,0.4967253804206848,0.1261318176984787,0.6258577108383179,0.3429625332355499,0.2727272808551788,0.1954285651445388,0.6301789283752441,0.3636363744735718,0.4919288754463196,0.4935067892074585,0.4719011187553406,0.551284909248352,0.3636363744735718,0.4127892255783081,0.2997809648513794,0.7469418048858643,0.5939692258834839,0.1437044292688369,0.0303461384028196,32.80040597781307,0.024311663582921,0.3451210260391235,0.1057223007082939,0.0067961821332573,0.003160155378282,0.390189528465271,0.3330720961093902,0.2234188467264175,0.250156819820404,0.0667856633663177,0.1638498455286026,0.1367526054382324,0.4670993685722351,0.0684164837002754,0.277134358882904,0.5045249462127686,0.247914656996727,0.1516314893960952,0.1799227893352508,0.1808785796165466,0.5045249462127686,0.100398913025856,0.3172394037246704,0.3883295953273773,0.2446185946464538,0.1146976947784423,0.0177469495683908,9.098448096821953,01-01-08-01-01-01-13.mp4,surprised,1,13,male
0.0461337640881538,0.3111774325370788,0.0082538947463035,0.002673692535609,0.0032955966889858,0.0431182458996772,0.5853472948074341,0.2972205877304077,0.1814092099666595,0.4116202294826507,0.3594948649406433,0.3531798124313354,1.0,0.2311740815639495,0.3738680779933929,0.5,0.290770947933197,0.3015283942222595,0.5868522524833679,0.6766782999038696,0.2000000029802322,0.3737654685974121,0.4236818253993988,0.5180920958518982,0.437773048877716,0.0770314186811447,0.0592491216957569,29.30878982576741,0.0644085258245468,0.3420531451702118,0.0125235840678215,0.0024979845620691,0.0018712445162236,0.0706633254885673,0.4255708754062652,0.0370676405727863,0.0526964254677295,0.090227372944355,0.0542570576071739,0.1249801889061927,0.0,0.0830757096409797,0.304573506116867,0.527046263217926,0.1683605760335922,0.1126274690032005,0.1235027238726615,0.1037216335535049,0.4216370284557342,0.0878643319010734,0.3031348288059234,0.4980963170528412,0.2794466316699981,0.0415336079895496,0.1013035252690315,7.781917224859729,01-01-01-01-01-01-13.mp4,neutral,1,13,male
0.1175212562084198,0.3907203674316406,0.0084773488342762,0.0014280404429882,0.0171335879713296,0.0111300507560372,0.4535893499851227,0.3667908608913421,0.114569142460823,0.5659875273704529,0.3474195301532745,0.2731553316116333,0.9090909361839294,0.2774337828159332,0.5806059241294861,0.1818181872367859,0.1638906002044677,0.3395380675792694,0.493048757314682,0.61021488904953,0.0909090936183929,0.4091358482837677,0.2875480949878692,0.6616339087486267,0.3774489462375641,0.1034663021564483,0.0387424081563949,29.954323193270884,0.1225515082478523,0.3952994346618652,0.0121359350159764,0.001488649751991,0.0148620950058102,0.029387529939413,0.3677160143852234,0.0474463514983654,0.0317372716963291,0.1563173681497573,0.031760323792696,0.1035715490579605,0.3015113472938537,0.116301879286766,0.2447293400764465,0.4045199155807495,0.1047801375389099,0.1578043401241302,0.2014104425907135,0.1356475204229354,0.3015113472938537,0.1124969348311424,0.2524420917034149,0.4548112154006958,0.2515156865119934,0.0947278439998626,0.0127264056354761,4.382645310411592,01-01-04-01-01-01-13.mp4,sad,1,13,male
0.0025077254977077,0.9770535826683044,0.0018279906362295,0.0020048466976732,0.0087758004665374,0.0014886568533256,0.0063414047472178,0.4931822121143341,0.0948127284646034,0.7185056209564209,0.2699185907840729,0.5566027760505676,1.0,0.4445897042751312,0.7392491698265076,1.0,0.6348915100097656,0.5756388306617737,0.3670265972614288,0.4269227981567383,0.7272727489471436,0.4316467940807342,0.2090305387973785,0.8622618317604065,0.6072266101837158,0.2436465173959732,0.1881482452154159,37.890570729487415,0.001728122239001,0.0107705732807517,0.0021668993867933,0.0023977730888873,0.0074105346575379,0.001608103280887,0.0063074408099055,0.1634472608566284,0.0347866676747798,0.1671026051044464,0.0352503359317779,0.1350650042295456,0.0,0.205132246017456,0.1922026872634887,0.0,0.1499703824520111,0.1078707948327064,0.1632932424545288,0.1720649600028991,0.4670993685722351,0.0994648039340972,0.2811793386936188,0.3000383973121643,0.1875995248556137,0.2224609553813934,0.2196898758411407,8.778323570078788,01-01-07-02-01-01-13.mp4,disgust,2,13,male
0.027334552258253,0.1936004161834716,0.0401871167123317,0.0123179880902171,0.0060064499266445,0.3743796646595001,0.3461737930774688,0.5795275568962097,0.3648662269115448,0.3243291676044464,0.3926983773708343,0.3803045153617859,0.4545454680919647,0.2404863387346267,0.5901563167572021,0.4545454680919647,0.3210799992084503,0.3704581260681152,0.4170215725898742,0.4674667119979858,0.4545454680919647,0.3328656554222107,0.1563250124454498,0.9497484564781188,0.5800419449806213,0.0660682842135429,0.0642893239855766,37.43493807348458,0.0223357584327459,0.2455962598323822,0.0439043268561363,0.0143822962418198,0.0043517122976481,0.41934534907341,0.3451555371284485,0.2306034713983535,0.2401201426982879,0.1793952584266662,0.0420847199857234,0.1558583080768585,0.5222329497337341,0.0789031386375427,0.3031355440616607,0.5222329497337341,0.2714200317859649,0.0951309204101562,0.1532507985830307,0.2011046409606933,0.5222329497337341,0.0937031805515289,0.1796097755432129,0.1130532994866371,0.1720426976680755,0.0430397614836692,0.0429057814180851,10.472327689185372,01-01-06-02-01-01-13.mp4,fearful,2,13,male
0.0717673897743225,0.658890426158905,0.0030321076046675,0.0002043632266577,0.0105382800102233,0.001130846561864,0.2544365525245666,0.4077352583408355,0.191609114408493,0.4400276243686676,0.3348525166511535,0.4127400517463684,0.5,0.287100613117218,0.6524060368537903,0.4000000059604645,0.3373273313045501,0.3360439240932464,0.5431560277938843,0.5152692794799805,0.6000000238418579,0.3481482863426208,0.2321897447109222,0.7156422734260559,0.5928044319152832,0.0940170511603355,0.0674477890133857,38.70970750446429,0.0916245132684707,0.4547984302043915,0.0070197754539549,0.0001697717380011,0.0144909508526325,0.0030822369735687,0.3588038682937622,0.051081109791994,0.0423119701445102,0.1465472280979156,0.051349900662899,0.1537783294916153,0.527046263217926,0.0820903480052948,0.3337244689464569,0.5163977742195129,0.2727187573909759,0.0991605073213577,0.243791326880455,0.1977755576372146,0.5163977742195129,0.1015832126140594,0.2899718880653381,0.4098435342311859,0.3326738178730011,0.1175681501626968,0.0451475046575069,14.615152712601947,01-01-08-02-01-01-13.mp4,surprised,2,13,male
0.0055717336945235,0.7785501480102539,0.0029330472461879,0.0493948385119438,0.0020997389219701,0.0057465406134724,0.1557039320468902,0.3632604479789734,0.2241818457841873,0.3172013759613037,0.3146204054355621,0.4777998924255371,0.699999988079071,0.3543697893619537,0.5948045253753662,0.4000000059604645,0.4933148026466369,0.522742509841919,0.5155853629112244,0.6240668296813965,0.2000000029802322,0.4489332139492035,0.3741594851016998,0.7331191897392273,0.3827686607837677,0.047251746058464,0.2197115868330001,33.158620193124364,0.0071387849748134,0.302641898393631,0.0039350185543298,0.135184109210968,0.0033606037031859,0.0138726634904742,0.2821657359600067,0.0501110404729843,0.0453837290406227,0.1196258068084716,0.0452884808182716,0.1296426951885223,0.4830459058284759,0.1805103421211242,0.3435221910476684,0.5163977742195129,0.145181655883789,0.1268543601036071,0.1470948904752731,0.1569170653820037,0.4216370284557342,0.061063963919878,0.250850111246109,0.3516741693019867,0.2511926889419555,0.0657108575105667,0.3181313574314117,9.18019240805474,01-01-02-02-01-01-13.mp4,calm,2,13,male
0.0078732818365097,0.978408932685852,0.0004056608304381,0.0001630456827115,0.0017329262336716,5.14516796101816e-05,0.0113647989928722,0.3483408689498901,0.1235051974654197,0.6020172238349915,0.3227095603942871,0.4198700785636902,1.0,0.3218079209327698,0.8206793665885925,0.3000000119209289,0.3750762641429901,0.4589043259620666,0.3931577205657959,0.6270931959152222,0.3000000119209289,0.3663639724254608,0.436241090297699,0.5673245787620544,0.4412992000579834,0.1680996417999267,0.0688311010599136,32.152148337662766,0.0131308725103735,0.0253416374325752,0.0004330082156229,0.0001647085009608,0.0018460097489878,3.987545642303303e-05,0.0180011279881,0.0527782440185546,0.0412728451192379,0.1312566101551056,0.0386489070951938,0.1399369537830352,0.0,0.1214999854564666,0.1842462122440338,0.4830459058284759,0.2137960344552993,0.1113402619957923,0.1534564346075058,0.1537784934043884,0.4830459058284759,0.1135715246200561,0.2996207177639007,0.4263798594474792,0.2597454488277435,0.1475883871316909,0.1141400039196014,11.962883092346884,01-01-07-01-01-01-13.mp4,disgust,1,13,male
0.0003494328702799,0.1281655877828598,0.0006823383155278,0.8108873963356018,0.0002600688894744,0.0555945634841918,0.0040605808608233,0.4758851826190948,0.2808501720428467,0.1310977190732956,0.3477500677108764,0.8813245296478271,1.0,0.425725907087326,0.881781816482544,0.4545454680919647,0.966252326965332,0.6916695237159729,0.3003902435302734,0.3800871968269348,1.0,0.2102586179971695,0.0483923554420471,0.999264359474182,0.5612763166427612,0.0493637882173061,0.0549166314303875,46.61550839874828,0.0004456917813513,0.262562096118927,0.0009844861924648,0.2908029556274414,0.0002340729843126,0.1742131412029266,0.0047537423670291,0.1612332761287689,0.1686185151338577,0.0679114684462547,0.0536708831787109,0.0667694061994552,0.0,0.084548145532608,0.1731763035058975,0.5222329497337341,0.0307234991341829,0.0886035859584808,0.2222706526517868,0.1436313986778259,0.0,0.0676914826035499,0.0534259267151355,0.000616502307821,0.1431242376565933,0.0282896403223276,0.0337858721613884,4.614733034644518,01-01-03-02-01-01-13.mp4,happy,2,13,male
0.1924609541893005,0.0939398258924484,0.0012746807187795,0.0040459278970956,0.0095588136464357,0.0775554999709129,0.6211643218994141,0.2927465438842773,0.1841285824775695,0.4755170047283172,0.2815948724746704,0.3906099498271942,0.7272727489471436,0.1847629100084304,0.5964095592498779,0.3636363744735718,0.3734214603900909,0.3726215362548828,0.4805004894733429,0.5382492542266846,0.4545454680919647,0.3431252241134643,0.3211149275302887,0.73089200258255,0.5199207067489624,0.0949649885296821,0.0274622328579425,32.17854871751052,0.2420399338006973,0.2784834206104278,0.0018957679858431,0.0050243600271642,0.0130965216085314,0.1405979245901107,0.3846170604228973,0.0593111142516136,0.0535669140517711,0.1220849379897117,0.0552684105932712,0.1982594281435012,0.4670993685722351,0.0761047452688217,0.2585949003696441,0.5045249462127686,0.2553463578224182,0.1228045597672462,0.1269642561674118,0.1527980864048004,0.5222329497337341,0.0602379851043224,0.2659713923931122,0.4282304644584656,0.2864869832992553,0.0517514199018478,0.0075792619027197,9.551989336111124,01-01-05-01-01-01-13.mp4,angry,1,13,male
